param_count_m,architecture_family,task_type,model_flops_g,input_resolution,precision,batch_size,device_type,compute_tflops,memory_bandwidth_gbs,vram_or_ram_gb,hw_class,framework,roofline_ms_per_image,ram_pressure_ratio,ms_per_image,sample_weight,source
44.0,transformer,segmentation,114.16715503457999,512,fp16,1,gpu,65.0,300.0,8.0,consumer_flagship,coreml,573.8357751729,3.301183648687933,686.4765803582964,1.0,synthetic
150.0,hybrid,segmentation,434.55778146892766,512,fp32,1,cpu,0.15,300.0,8.0,cpu_1thread,tensorrt,2175.788907344638,4.825731634554439,2151.454410158555,1.0,synthetic
11.0,cnn,segmentation,32.9127522263424,768,fp16,1,cpu,0.15,300.0,8.0,cpu_1thread,onnxruntime,96.17444449043774,3.0432193468877773,95.59834551124791,1.0,synthetic
100.0,cnn,detection,307.18191297756357,416,fp16,1,gpu,45.0,300.0,8.0,consumer_high,tflite,1538.9095648878179,3.0824204787372538,990.2342729844905,1.0,synthetic
5.0,hybrid,detection,18.088698945120026,416,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,onnxruntime,93.44349472560013,4.9473420711412235,139.14003117403067,1.0,synthetic
44.0,hybrid,segmentation,94.2646514954838,512,fp16,1,gpu,45.0,300.0,8.0,consumer_high,pytorch,474.323257477419,3.463872919372246,212.2374567438947,1.0,synthetic
25.0,hybrid,segmentation,72.12560438059901,512,fp32,1,gpu,9.0,300.0,8.0,consumer_low,coreml,363.6280219029951,2.7183943386034004,402.6572259097272,1.0,synthetic
100.0,cnn,classification,40.14365758514395,224,fp16,1,gpu,45.0,300.0,8.0,consumer_high,coreml,203.71828792571975,2.9812989962002376,148.09519535796812,1.0,synthetic
100.0,hybrid,classification,32.606879436612736,224,int8,1,gpu,700.0,300.0,8.0,datacenter,tensorrt,166.03439718306367,2.854665916709183,114.96064447812218,1.0,synthetic
5.0,cnn,classification,1.691642295083588,384,fp32,1,gpu,45.0,300.0,8.0,consumer_high,pytorch,11.45821147541794,3.060913589420331,12.842737945080522,1.0,synthetic
5.0,hybrid,classification,1.7674140526039075,256,int8,1,gpu,65.0,300.0,8.0,consumer_flagship,pytorch,3.5470146492809094,1.9812524679878984,5.284763848260071,1.0,synthetic
68.0,cnn,segmentation,163.20404581450506,512,fp32,1,gpu,9.0,300.0,8.0,consumer_low,tflite,819.0202290725254,2.379278681465084,1486.2804805464339,1.0,synthetic
68.0,hybrid,detection,240.300688406161,640,fp16,1,gpu,65.0,300.0,8.0,consumer_flagship,onnxruntime,1204.503442030805,3.2212758684740592,1051.3296270217538,1.0,synthetic
25.0,transformer,segmentation,64.96279964105244,768,fp16,1,gpu,150.0,300.0,8.0,datacenter_low,onnxruntime,327.81399820526224,3.599980528258809,398.93155577520287,1.0,synthetic
11.0,transformer,segmentation,30.42456755724274,512,fp16,1,gpu,150.0,300.0,8.0,datacenter_low,onnxruntime,155.1228377862137,4.483013406707583,152.72120515483724,1.0,synthetic
25.0,cnn,detection,78.43889002490867,832,fp32,1,gpu,65.0,300.0,8.0,consumer_flagship,tflite,395.1944501245434,2.447269246304743,318.57277780828497,1.0,synthetic
44.0,cnn,classification,18.38780848523671,256,int8,1,gpu,25.0,300.0,8.0,consumer_mid,coreml,94.93904242618356,3.234534808697631,102.6905972602719,1.0,synthetic
150.0,cnn,detection,419.2983795627452,832,fp16,1,gpu,9.0,300.0,8.0,consumer_low,onnxruntime,2099.491897813726,4.824233544255504,2349.7472034420452,1.0,synthetic
44.0,transformer,detection,142.62201544544527,832,fp16,1,gpu,65.0,300.0,8.0,consumer_flagship,tflite,716.1100772272264,3.0058649512384124,632.1261832913328,1.0,synthetic
25.0,transformer,detection,95.53729538156927,640,int8,1,gpu,65.0,300.0,8.0,consumer_flagship,tflite,480.6864769078463,3.5654991454845497,634.9688052300785,1.0,synthetic
11.0,hybrid,segmentation,24.48955564896694,512,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,onnxruntime,125.44777824483471,2.127412731465234,121.82737682554877,1.0,synthetic
150.0,hybrid,segmentation,384.15530171901486,768,fp16,1,gpu,9.0,300.0,8.0,consumer_low,coreml,1923.7765085950743,3.256822526240383,1220.9536665888743,1.0,synthetic
25.0,hybrid,detection,88.93876049022359,416,fp16,1,gpu,65.0,300.0,8.0,consumer_flagship,onnxruntime,447.6938024511179,2.2690978910247637,497.3881376862677,1.0,synthetic
100.0,hybrid,classification,38.27409577591575,256,fp16,1,gpu,150.0,300.0,8.0,datacenter_low,coreml,194.37047887957874,4.984261064185914,134.35068424271404,1.0,synthetic
11.0,cnn,classification,4.341473502137513,256,int8,1,gpu,65.0,300.0,8.0,consumer_flagship,onnxruntime,24.70736751068756,4.50508988380054,19.574320600243976,1.0,synthetic
11.0,transformer,segmentation,33.58754352909069,768,fp32,1,gpu,65.0,300.0,8.0,consumer_flagship,onnxruntime,170.93771764545343,4.967619577394279,400.00095533495585,1.0,synthetic
11.0,hybrid,segmentation,27.4164087633377,768,int8,1,gpu,65.0,300.0,8.0,consumer_flagship,coreml,140.0820438166885,2.8152155494534448,125.98886998525411,1.0,synthetic
68.0,transformer,segmentation,195.74854365042574,512,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tflite,981.7427182521287,4.558773074535349,921.2621182203985,1.0,synthetic
150.0,cnn,detection,533.5473878596938,832,fp32,1,gpu,45.0,300.0,8.0,consumer_high,tflite,2670.736939298469,4.1261128676409395,2874.171818140291,1.0,synthetic
68.0,hybrid,segmentation,169.07974860417792,512,int8,1,gpu,45.0,300.0,8.0,consumer_high,pytorch,848.3987430208896,4.523925054499106,1689.6091954507904,1.0,synthetic
5.0,cnn,classification,1.8740330657837498,224,fp16,1,cpu,0.6,300.0,8.0,cpu_4thread,pytorch,97.15331110631737,4.655686952633518,107.62581864317305,1.0,synthetic
100.0,cnn,detection,288.25788591091873,416,fp32,1,gpu,45.0,300.0,8.0,consumer_high,tensorrt,1444.2894295545937,3.143442960083152,2537.30035106411,1.0,synthetic
25.0,hybrid,detection,88.88456222968605,832,fp16,1,cpu,0.6,300.0,8.0,cpu_4thread,tflite,447.42281114843024,3.0391979592885567,604.0367478964121,1.0,synthetic
25.0,cnn,segmentation,61.60258438931076,768,fp32,1,gpu,45.0,300.0,8.0,consumer_high,coreml,311.01292194655383,4.666207368159876,309.2787532469328,1.0,synthetic
44.0,cnn,classification,15.180521172321372,224,int8,1,cpu,1.0,300.0,8.0,cpu_modern_mt,coreml,78.90260586160686,2.8300098265372458,42.28884692510155,1.0,synthetic
68.0,hybrid,classification,25.284631727181488,384,fp16,1,gpu,65.0,300.0,8.0,consumer_flagship,tensorrt,129.42315863590744,2.3595219846236115,137.44479521708826,1.0,synthetic
11.0,hybrid,classification,4.43407986742168,256,fp32,1,gpu,9.0,300.0,8.0,consumer_low,pytorch,25.1703993371084,4.082059837473697,20.81093743930118,1.0,synthetic
44.0,transformer,detection,146.58028612680695,640,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,pytorch,735.9014306340348,2.5536051522099323,873.7604613982613,1.0,synthetic
68.0,hybrid,detection,197.85963316661227,416,fp16,1,gpu,45.0,300.0,8.0,consumer_high,pytorch,992.2981658330614,3.9161702264510185,1629.1753929921035,1.0,synthetic
25.0,hybrid,segmentation,65.83810603959415,768,fp32,1,gpu,150.0,300.0,8.0,datacenter_low,tensorrt,14.961840374354367,4.305231629342103,11.929572778749755,1.0,synthetic
68.0,cnn,classification,26.2555672810507,256,int8,1,cpu,0.6,300.0,8.0,cpu_4thread,tflite,134.27783640525348,3.0027901243376274,197.02505252894622,1.0,synthetic
11.0,hybrid,classification,4.437124273616813,384,fp16,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tensorrt,25.185621368084064,3.844730257405822,29.480632561716348,1.0,synthetic
150.0,hybrid,detection,541.8937946519866,640,fp32,1,cpu,0.6,300.0,8.0,cpu_4thread,coreml,2712.4689732599327,3.6272303860349253,1740.9632520698574,1.0,synthetic
150.0,transformer,classification,49.79334493930835,256,fp32,1,gpu,65.0,300.0,8.0,consumer_flagship,coreml,251.96672469654175,4.092497108111283,271.0166363234699,1.0,synthetic
44.0,cnn,segmentation,113.29232390978152,768,fp32,1,gpu,25.0,300.0,8.0,consumer_mid,pytorch,481.84739133627033,4.053633299093972,558.088095879115,1.0,synthetic
25.0,transformer,segmentation,57.646038670767695,768,fp16,1,gpu,9.0,300.0,8.0,consumer_low,tensorrt,291.23019335383844,4.952749299473871,384.27885510900285,1.0,synthetic
150.0,hybrid,detection,545.6016401801259,832,fp16,1,cpu,0.15,300.0,8.0,cpu_1thread,pytorch,97371.55870654527,3.6068949585416954,80345.55387349527,1.0,synthetic
11.0,cnn,segmentation,24.44846047157032,512,int8,1,gpu,45.0,300.0,8.0,consumer_high,coreml,125.2423023578516,3.6154279299881185,173.71318589920114,1.0,synthetic
11.0,transformer,detection,30.21412059048469,640,fp16,1,cpu,0.15,300.0,8.0,cpu_1thread,tflite,154.07060295242346,3.170587901749707,282.63520274448774,1.0,synthetic
25.0,hybrid,segmentation,64.96216683661362,768,fp16,1,cpu,0.15,300.0,8.0,cpu_1thread,tensorrt,327.8108341830681,4.626960163023758,407.0016099311725,1.0,synthetic
100.0,transformer,detection,269.8960825219596,640,fp32,1,gpu,700.0,300.0,8.0,datacenter,tensorrt,1352.4804126097981,2.110123948413885,1151.6942439779739,1.0,synthetic
44.0,cnn,segmentation,100.0118938216134,768,fp16,1,gpu,25.0,300.0,8.0,consumer_mid,pytorch,425.9500610951708,4.295129569911469,491.13459066975565,1.0,synthetic
150.0,cnn,segmentation,375.1996674405502,768,int8,1,gpu,150.0,300.0,8.0,datacenter_low,pytorch,322.0705958612061,2.066751055778993,329.05740277129274,1.0,synthetic
11.0,cnn,classification,4.183738958786967,224,fp32,1,cpu,0.15,300.0,8.0,cpu_1thread,tensorrt,23.918694793934836,2.330698726163698,33.05718355884213,1.0,synthetic
150.0,hybrid,classification,58.576972302700405,224,fp32,1,cpu,0.6,300.0,8.0,cpu_4thread,pytorch,2688.477634233409,4.283814288876081,2333.985093366713,1.0,synthetic
100.0,cnn,segmentation,307.24006117754783,768,int8,1,cpu,0.15,300.0,8.0,cpu_1thread,pytorch,54833.55131774519,3.114301851940197,40473.84833541812,1.0,synthetic
150.0,hybrid,segmentation,441.3864343510339,768,int8,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tensorrt,2209.9321717551697,3.9724821777687525,2584.807083659264,1.0,synthetic
5.0,cnn,segmentation,11.402266237504316,512,fp32,1,cpu,0.6,300.0,8.0,cpu_4thread,pytorch,532.5935670539473,2.907511881054235,454.8806605054175,1.0,synthetic
5.0,hybrid,classification,1.4922396220179253,224,fp16,1,cpu,1.0,300.0,8.0,cpu_modern_mt,onnxruntime,10.461198110089626,3.9319938608914207,7.192698746472428,1.0,synthetic
5.0,hybrid,classification,2.0961535729543908,256,fp16,1,gpu,9.0,300.0,8.0,consumer_low,coreml,13.480767864771954,2.0360274892527923,11.626966420848321,1.0,synthetic
100.0,cnn,detection,325.2377361007742,640,int8,1,gpu,9.0,300.0,8.0,consumer_low,onnxruntime,1629.1886805038712,3.5180160043008124,2082.460513593826,1.0,synthetic
100.0,hybrid,detection,325.59378171454944,832,fp32,1,gpu,150.0,300.0,8.0,datacenter_low,tflite,1630.9689085727473,3.4149584039851657,1703.7479206560893,1.0,synthetic
5.0,cnn,segmentation,11.798302383719705,512,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tensorrt,61.99151191859852,2.1577744137220356,59.68752438642245,1.0,synthetic
11.0,hybrid,segmentation,29.1776338506901,512,int8,1,cpu,1.0,300.0,8.0,cpu_modern_mt,pytorch,148.88816925345049,2.9218809297268793,123.85432922457849,1.0,synthetic
150.0,transformer,classification,53.205650432033984,224,fp32,1,gpu,9.0,300.0,8.0,consumer_low,tflite,269.0282521601699,2.2870586219177187,379.20006516983705,1.0,synthetic
68.0,transformer,segmentation,166.5150363093342,768,fp32,1,gpu,25.0,300.0,8.0,consumer_mid,tflite,835.5751815466709,2.7533368604570185,520.4184580834976,1.0,synthetic
11.0,hybrid,detection,41.05047554033109,832,fp32,1,gpu,25.0,300.0,8.0,consumer_mid,tensorrt,208.25237770165546,3.561039010614723,224.58312327289792,1.0,synthetic
5.0,cnn,classification,2.0515080561817776,224,fp16,1,gpu,25.0,300.0,8.0,consumer_mid,tensorrt,13.257540280908888,4.797283348936446,18.502839222765864,1.0,synthetic
5.0,transformer,segmentation,15.440516651828633,768,fp32,1,cpu,0.15,300.0,8.0,cpu_1thread,pytorch,2759.0046016853375,2.055397714679708,3166.8021495986527,1.0,synthetic
100.0,transformer,segmentation,214.44540374291003,512,int8,1,gpu,45.0,300.0,8.0,consumer_high,tensorrt,1075.2270187145502,4.6642411467764155,1935.8259348521992,1.0,synthetic
100.0,transformer,detection,367.21546182904143,640,fp16,1,gpu,45.0,300.0,8.0,consumer_high,tflite,1839.0773091452072,3.781025223193706,2340.900002391455,1.0,synthetic
68.0,transformer,detection,244.22602751652525,832,fp32,1,gpu,25.0,300.0,8.0,consumer_mid,onnxruntime,1224.1301375826263,3.282293213480643,1120.941682183245,1.0,synthetic
25.0,hybrid,classification,7.396894145707181,256,fp16,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tflite,39.984470728535904,3.652832581521809,25.708301052518486,1.0,synthetic
150.0,transformer,detection,404.2718808776502,640,fp16,1,gpu,45.0,300.0,8.0,consumer_high,onnxruntime,2024.3594043882508,4.974205589148834,1019.9435430565389,1.0,synthetic
44.0,transformer,segmentation,102.69170092012405,512,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tensorrt,516.4585046006202,3.6116245381846657,536.2752782638219,1.0,synthetic
44.0,cnn,segmentation,111.64619696324927,768,fp32,1,gpu,65.0,300.0,8.0,consumer_flagship,tflite,561.2309848162463,4.315676438975764,367.4766770703611,1.0,synthetic
11.0,hybrid,classification,3.8756477771220483,224,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,pytorch,22.37823888561024,2.0750753046916,35.081233781642176,1.0,synthetic
25.0,cnn,detection,82.26061384144144,640,fp32,1,gpu,65.0,300.0,8.0,consumer_flagship,pytorch,28.459659983926127,4.652583413685107,35.477565739129965,1.0,synthetic
25.0,cnn,detection,64.55643977361389,832,fp16,1,gpu,150.0,300.0,8.0,datacenter_low,onnxruntime,325.78219886806943,3.0594632068476133,404.1588579539924,1.0,synthetic
100.0,hybrid,detection,314.7172894976308,640,fp16,1,gpu,9.0,300.0,8.0,consumer_low,tflite,1576.5864474881541,4.944624179132939,1502.7618881248354,1.0,synthetic
5.0,hybrid,detection,14.075672697283673,640,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,pytorch,73.37836348641837,3.5426215234318588,71.57154109767274,1.0,synthetic
68.0,transformer,segmentation,200.54822645937338,768,fp32,1,gpu,45.0,300.0,8.0,consumer_high,onnxruntime,1005.7411322968669,4.215678494347385,1397.5573755476196,1.0,synthetic
44.0,cnn,detection,127.57319180486205,640,fp32,1,gpu,700.0,300.0,8.0,datacenter,tensorrt,640.8659590243102,4.576736978286924,637.9185996650777,1.0,synthetic
25.0,hybrid,detection,92.6667096540852,832,int8,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tflite,466.333548270426,4.868678591228462,417.8817703601762,1.0,synthetic
68.0,cnn,segmentation,203.6427121639759,768,fp16,1,cpu,0.6,300.0,8.0,cpu_4thread,tensorrt,1021.2135608198794,4.324549539602297,659.8235750380069,1.0,synthetic
44.0,hybrid,detection,154.30675444747038,416,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tflite,774.533772237352,3.6144302902443632,1455.914795110853,1.0,synthetic
11.0,cnn,detection,29.38956940562325,640,int8,1,gpu,45.0,300.0,8.0,consumer_high,onnxruntime,149.94784702811626,3.0900013457487936,146.3263479806336,1.0,synthetic
150.0,transformer,segmentation,410.2125136463284,768,int8,1,gpu,45.0,300.0,8.0,consumer_high,tensorrt,2054.0625682316418,4.021513883500931,2597.236398317937,1.0,synthetic
11.0,cnn,segmentation,25.29026977082665,768,int8,1,gpu,45.0,300.0,8.0,consumer_high,coreml,129.45134885413324,2.56005177774295,111.15174259951553,1.0,synthetic
68.0,hybrid,segmentation,170.18059759387006,512,fp32,1,gpu,9.0,300.0,8.0,consumer_low,tflite,853.9029879693503,4.191680242692396,1090.3781323458925,1.0,synthetic
68.0,transformer,classification,28.231161858746923,224,fp16,1,gpu,150.0,300.0,8.0,datacenter_low,onnxruntime,144.15580929373462,4.484164918907819,85.03729091891203,1.0,synthetic
44.0,hybrid,classification,16.459445287838328,256,int8,1,gpu,45.0,300.0,8.0,consumer_high,tensorrt,85.29722643919163,4.912184491957383,98.63047733562014,1.0,synthetic
150.0,transformer,detection,432.92013230041044,416,fp16,1,cpu,0.6,300.0,8.0,cpu_4thread,onnxruntime,2167.6006615020524,2.717530384572129,2391.648678536998,1.0,synthetic
11.0,transformer,classification,3.9887438352115314,224,int8,1,gpu,45.0,300.0,8.0,consumer_high,pytorch,22.943719176057655,3.3298579582377186,7.432138436527374,1.0,synthetic
44.0,hybrid,detection,137.7993580333497,832,fp32,1,gpu,45.0,300.0,8.0,consumer_high,tensorrt,691.9967901667485,2.0039596069529892,370.7488671042745,1.0,synthetic
68.0,transformer,detection,200.88342031489458,832,fp32,1,gpu,45.0,300.0,8.0,consumer_high,onnxruntime,1007.4171015744729,2.835884999269271,1095.3600923966424,1.0,synthetic
5.0,hybrid,detection,15.318068180631268,832,fp32,1,cpu,0.6,300.0,8.0,cpu_4thread,coreml,79.59034090315635,4.07732105755439,80.14339813244969,1.0,synthetic
150.0,cnn,detection,504.9956292584779,640,fp16,1,gpu,700.0,300.0,8.0,datacenter,pytorch,2527.9781462923893,4.411264842707572,1814.1914098046204,1.0,synthetic
11.0,cnn,detection,34.5242766948581,640,fp32,1,gpu,25.0,300.0,8.0,consumer_mid,pytorch,150.31268060865773,3.2831035124577155,227.10100853927003,1.0,synthetic
44.0,transformer,classification,16.64185199538152,224,fp16,1,gpu,65.0,300.0,8.0,consumer_flagship,tflite,86.20925997690759,3.3038071061539753,88.4254584183602,1.0,synthetic
44.0,hybrid,classification,14.893254958191225,256,fp32,1,gpu,700.0,300.0,8.0,datacenter,tensorrt,77.46627479095612,3.0157579158247207,63.404654986783136,1.0,synthetic
100.0,cnn,detection,284.69405142360347,832,fp16,1,gpu,150.0,300.0,8.0,datacenter_low,tensorrt,61.140444850380334,3.0773298289027915,71.76983104239531,1.0,synthetic
25.0,cnn,segmentation,57.98974538151663,512,fp32,1,cpu,1.0,300.0,8.0,cpu_modern_mt,pytorch,292.94872690758314,4.359839183653706,438.2591630690062,1.0,synthetic
25.0,transformer,segmentation,61.4770250782686,512,fp16,1,gpu,45.0,300.0,8.0,consumer_high,tflite,310.385125391343,4.966281217682785,345.53247521853933,1.0,synthetic
44.0,hybrid,classification,15.978142886587733,384,fp16,1,gpu,700.0,300.0,8.0,datacenter,tflite,82.89071443293867,4.189622037927922,116.78745124077173,1.0,synthetic
150.0,hybrid,detection,527.860864670228,416,int8,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tensorrt,2642.30432335114,2.5884180492016147,2384.203359207938,1.0,synthetic
5.0,hybrid,segmentation,12.835286398316487,512,int8,1,gpu,45.0,300.0,8.0,consumer_high,onnxruntime,67.17643199158243,2.0251791151315754,67.43269577654613,1.0,synthetic
11.0,cnn,classification,3.985417948872767,224,fp32,1,gpu,150.0,300.0,8.0,datacenter_low,coreml,22.927089744363833,4.527070363155146,32.24926149752526,1.0,synthetic
5.0,cnn,segmentation,11.879716366760334,768,fp16,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tensorrt,62.39858183380167,4.0706323300984035,46.1388912321051,1.0,synthetic
150.0,transformer,detection,524.5378249637207,416,fp16,1,cpu,0.6,300.0,8.0,cpu_4thread,tflite,2625.6891248186034,2.128511963566995,2789.377837134424,1.0,synthetic
44.0,hybrid,classification,16.48287233594839,384,fp16,1,gpu,700.0,300.0,8.0,datacenter,onnxruntime,85.41436167974194,3.2597226430954027,63.37471461576075,1.0,synthetic
44.0,cnn,classification,13.516474846924782,224,fp32,1,gpu,700.0,300.0,8.0,datacenter,tensorrt,70.58237423462391,3.2466785963699496,65.95999848887324,1.0,synthetic
100.0,cnn,classification,33.380746391419386,384,int8,1,gpu,9.0,300.0,8.0,consumer_low,pytorch,169.90373195709694,3.82108596315364,219.43888471748537,1.0,synthetic
11.0,hybrid,segmentation,23.139537474567202,768,fp32,1,cpu,0.15,300.0,8.0,cpu_1thread,pytorch,4132.971857711263,4.793066837212982,5162.469001874663,1.0,synthetic
150.0,cnn,classification,56.41089888202541,224,int8,1,gpu,9.0,300.0,8.0,consumer_low,tensorrt,285.05449441012706,3.3999031098505617,316.92824209529743,1.0,synthetic
100.0,hybrid,detection,309.7393641414498,640,fp32,1,gpu,45.0,300.0,8.0,consumer_high,coreml,1551.6968207072491,4.669141160373193,1039.059826922752,1.0,synthetic
100.0,cnn,detection,311.98224532001467,832,int8,1,gpu,25.0,300.0,8.0,consumer_mid,tflite,1562.9112266000734,3.4036775843960747,1676.7512814505546,1.0,synthetic
11.0,cnn,classification,3.2230035883330226,384,fp32,1,gpu,700.0,300.0,8.0,datacenter,onnxruntime,19.115017941665112,4.372244355732429,22.438702870010168,1.0,synthetic
5.0,transformer,segmentation,10.79248515500495,768,int8,1,gpu,9.0,300.0,8.0,consumer_low,pytorch,56.962425775024755,1.2401923602769602,58.092543199392196,1.0,synthetic
44.0,cnn,segmentation,91.87373703349438,512,fp32,1,gpu,45.0,300.0,8.0,consumer_high,coreml,462.3686851674719,3.2693402929873585,368.5806474679737,1.0,synthetic
68.0,hybrid,segmentation,151.1440026194639,768,fp16,1,cpu,0.15,300.0,8.0,cpu_1thread,coreml,758.7200130973195,4.426781921653374,925.1942584270162,1.0,synthetic
11.0,transformer,segmentation,28.0569848876952,512,int8,1,gpu,45.0,300.0,8.0,consumer_high,tensorrt,143.284924438476,3.519661447644253,109.21841447568946,1.0,synthetic
25.0,transformer,classification,7.114292621079709,256,fp32,1,gpu,45.0,300.0,8.0,consumer_high,tensorrt,38.57146310539855,3.6316952621394427,37.367460326844274,1.0,synthetic
68.0,transformer,classification,26.080526935957128,384,int8,1,gpu,150.0,300.0,8.0,datacenter_low,coreml,133.40263467978565,3.8150091840140985,126.09484918400895,1.0,synthetic
5.0,cnn,classification,1.674489498490752,224,fp16,1,gpu,65.0,300.0,8.0,consumer_flagship,pytorch,3.5182544997828877,3.091358154797171,3.8206059062274047,1.0,synthetic
100.0,hybrid,classification,38.30475620275905,384,fp16,1,gpu,9.0,300.0,8.0,consumer_low,onnxruntime,194.52378101379526,3.538936525743026,173.90029433494325,1.0,synthetic
5.0,transformer,detection,17.52743714279568,832,int8,1,gpu,25.0,300.0,8.0,consumer_mid,onnxruntime,90.6371857139784,1.3985176982542558,122.55160680206691,1.0,synthetic
5.0,hybrid,classification,2.0550598820705037,256,fp32,1,gpu,25.0,300.0,8.0,consumer_mid,onnxruntime,13.275299410352519,3.3737575015988623,33.31993127767666,1.0,synthetic
44.0,cnn,detection,119.8259385966651,832,fp16,1,cpu,1.0,300.0,8.0,cpu_modern_mt,tensorrt,602.1296929833255,3.507595052771225,441.25428814451067,1.0,synthetic
150.0,hybrid,detection,491.7648988523927,416,fp16,1,gpu,150.0,300.0,8.0,datacenter_low,tflite,2461.8244942619635,3.013267284480756,2327.5406859210943,1.0,synthetic
