param_count_b,architecture_type,precision,model_size_gb,input_tokens,output_tokens,context_length_used,batch_size,kv_cache_gb,device_type,compute_tflops,memory_bandwidth_gbs,vram_or_ram_gb,hw_class,framework,roofline_prefill_ms_per_token,roofline_decode_ms_per_token,available_ram_gb,ram_pressure_ratio,decode_ms_per_token,prefill_ms_per_token,sample_weight,source
30.0,dense,fp16,60.0,128,256,8192,1,4.030463999999999,gpu,59.71156422708663,611.1657810640465,24.0,consumer_flagship,vllm,2.2329566317549268,149.66821484887046,287.34557742166317,4.789092957027719,122.2780490964318,1.9209107798663363,1.0,synthetic
13.0,dense,Q8_0,13.780000000000001,128,256,16384,1,3.4930687999999996,gpu,163.86541708039874,936.0190142578143,40.0,datacenter_low,ollama,0.45333369059358525,30.756264094513995,35.27280623434873,2.5597101766581076,32.79817591221341,0.49819040678636056,1.0,synthetic
70.0,dense,Q4_0,41.3,128,256,4096,1,4.702208,cpu,1.1177676995469932,77.70644525373659,16.0,cpu_modern,transformers,250.49927647173726,789.3332030959673,110.84116663894656,2.683805487625825,662.2712855322901,227.0470780354,1.0,synthetic
1.5,moe,Q4_K_M,0.9450000000000001,128,256,512,1,0.012595199999999999,gpu,63.578601878212,766.7831008437234,24.0,consumer_flagship,transformers,0.10485708193830688,1.7840679344026795,2.51967564268452,2.6663234314121906,0.9186060705463674,0.11630937674347272,1.0,synthetic
1.5,dense,Q4_0,0.885,128,256,512,1,0.012595199999999999,apple,23.92090947540283,761.0276411368707,128.0,apple_ultra,transformers,0.22802416689692354,1.4743143866941484,3.147389100728637,3.556371865230098,1.4160504614184903,0.25740915855316326,1.0,synthetic
30.0,dense,int8,30.0,128,256,2048,1,1.0076159999999998,gpu,742.6339813679872,2397.7222017844706,80.0,datacenter,transformers,0.161587003841315,17.2428181918784,87.07904788350928,2.902634929450309,17.16303629978455,0.09780662690224912,1.0,synthetic
13.0,dense,fp32,52.0,128,256,16384,1,3.4930687999999996,gpu,654.8165038192682,2152.6652105158996,80.0,datacenter,transformers,0.07941155987472209,34.37169794845509,112.03068519499834,2.154436253749968,34.89316777123877,0.16627060002144048,1.0,synthetic
3.8,dense,Q8_0,4.028,128,256,2048,1,0.12763135999999997,cpu,0.9335939392709833,86.20644601267169,16.0,cpu_modern,ollama,16.281168247374488,64.2741009473801,13.970547155194069,3.468358280832689,55.672118916297585,14.347269589094775,1.0,synthetic
1.0,moe,fp16,2.0,128,256,8192,1,0.1343488,apple,3.4370854086995406,62.737927538834604,16.0,apple_base,ollama,1.4547209060748376,52.338572013380436,5.425825263954398,2.712912631977199,69.64697845629097,1.8228368108916013,1.0,synthetic
1.5,dense,bf16,3.0,128,256,8192,1,0.20152319999999999,gpu,747.9254332084905,2400.83734953944,80.0,datacenter,mlx,0.008022190092213978,1.7780036622717807,10.821972156672826,3.6073240522242753,2.526392822028547,0.012181387712278774,1.0,synthetic
30.0,dense,Q5_K_M,21.9,128,256,2048,1,1.0076159999999998,gpu,613.9608517114258,2751.476871691928,80.0,datacenter,mlx,0.19545220133416985,11.100761309041392,46.47892680014799,2.1223254246642917,8.665759849108463,0.16491439749194428,1.0,synthetic
2.0,dense,Q8_0,2.12,128,256,8192,1,0.2686976,apple,15.409018244347088,421.3077234210739,64.0,apple_max,transformers,0.5191764895816682,7.559629117337996,5.680513130258886,2.679487325593814,7.576930852012324,0.4652533487814875,1.0,synthetic
8.0,dense,fp16,16.0,128,256,2048,1,0.2686976,gpu,730.4862859859844,2255.7748217537437,80.0,datacenter,llama.cpp,0.043806434992557784,9.616029308783556,76.96303945936326,4.810189966210204,7.641358237448154,0.06973909369882093,1.0,synthetic
30.0,dense,Q4_0,17.7,128,256,2048,1,1.0076159999999998,cpu,0.3565025132975192,42.854395739178486,16.0,cpu_older,mlx,420.75439696779216,671.5984952273047,70.4451528444149,3.9799521381025373,614.2944836170254,497.1470327492362,1.0,synthetic
70.0,moe,fp32,280.0,128,256,2048,1,2.351104,cpu,1.0951666600603647,78.0718266992516,16.0,cpu_modern,ollama,255.6688495106002,4822.074166611955,638.2063249569553,2.2793083034176975,3226.291553823927,270.2299351024206,1.0,synthetic
1.0,dense,Q4_0,0.59,128,256,2048,1,0.0335872,gpu,50.362412732369904,560.0627085744995,12.0,consumer_high,transformers,0.09235385158003338,1.6373880745141869,1.7981009470644098,3.047628723837983,1.1423550591254314,0.1320057640851355,1.0,synthetic
13.0,dense,bf16,26.0,128,256,16384,1,3.4930687999999996,gpu,9.610080332949646,223.8266155971546,6.0,consumer_low,mlx,9.018308241349095,239.57723397407764,102.07846840003445,3.9260949384628634,255.06006272230871,10.006063136811036,1.0,synthetic
8.0,dense,Q5_K_M,5.84,128,256,2048,1,0.2686976,apple,23.631533716459895,718.7908913827073,128.0,apple_ultra,ollama,1.2310207809595792,10.623217533142634,11.841132344323352,2.027591154849889,11.241519324224296,1.587347141289638,1.0,synthetic
3.8,moe,Q5_K_M,2.774,128,256,8192,1,0.5105254399999999,gpu,57.22869508588762,734.3353715126917,24.0,consumer_flagship,vllm,0.2951122485589161,6.389695201981571,10.973621601580641,3.9558837785078014,10.187181311975193,0.3401904690454073,1.0,synthetic
70.0,dense,fp16,140.0,128,256,512,1,0.587776,cpu,0.3669123171352672,47.86441948819173,16.0,cpu_older,vllm,953.906379411536,4518.78218657191,593.52639014957,4.239474215354072,3745.097583452635,679.5542822022284,1.0,synthetic
1.0,dense,int8,1.0,128,256,2048,1,0.0335872,apple,28.21202648228244,883.8136185186027,128.0,apple_ultra,llama.cpp,0.12889409552508838,1.461828572143467,2.281024303484277,2.281024303484277,1.7953556548767426,0.22770000546254876,1.0,synthetic
7.0,dense,bf16,14.0,128,256,4096,1,0.4702208,cpu,0.1440472111376745,35.69513127569348,8.0,cpu_low,vllm,323.967859551717,737.0610899406261,54.50782229188504,3.8934158779917887,918.1301588561755,301.4987769170653,1.0,synthetic
8.0,dense,Q4_0,4.72,128,256,512,1,0.0671744,cpu,1.0884433910624944,76.86075862514362,16.0,cpu_modern,ollama,29.399783454758172,83.04496747332324,12.204640707220308,2.5857289633941334,77.7281925127761,66.48910228438487,1.0,synthetic
0.5,dense,fp16,1.0,128,256,2048,1,0.0167936,gpu,746.714944204916,2335.5792718306416,80.0,datacenter,llama.cpp,0.002678398250258071,0.58046618941663,2.531332038221147,2.531332038221147,0.5865902713882234,0.0025703379874965336,1.0,synthetic
2.0,dense,Q5_K_M,1.46,128,256,512,1,0.0167936,gpu,169.82063629588114,1022.5607157906985,40.0,datacenter_low,llama.cpp,0.0672978954610631,2.407018604038041,2.9876999803964392,2.0463698495866023,2.276235977248582,0.0833733833030648,1.0,synthetic
3.0,dense,Q4_K_M,1.8900000000000001,128,256,4096,1,0.20152319999999999,gpu,73.35221197046064,684.918671146636,24.0,consumer_flagship,vllm,0.1817713873264346,4.362401569097539,5.9635041211729165,3.1552931858057756,3.8958316202717107,0.22949120868533712,1.0,synthetic
13.0,dense,Q4_K_M,8.19,128,256,2048,1,0.43663359999999996,apple,16.580115021825858,378.0306406187533,64.0,apple_max,llama.cpp,3.1362870481626843,30.426576307430505,39.38132280113039,4.808464322482343,32.09948168675641,2.158293790834532,1.0,synthetic
30.0,dense,Q4_0,17.7,128,256,512,1,0.25190399999999996,cpu,0.42352357560099674,45.94582579620642,16.0,cpu_older,transformers,354.17154709072344,601.1060497346461,87.97185944053638,4.97016155031279,636.8344967980179,277.85525833692986,1.0,synthetic
8.0,dense,Q4_0,4.72,128,256,16384,1,2.1495808,apple,2.6760756137128716,68.37392490822022,16.0,apple_base,llama.cpp,14.947260755649104,154.57041350690756,19.30974289249299,4.091047222985804,169.03344309058338,17.68582398553471,1.0,synthetic
1.0,dense,bf16,2.0,128,256,512,1,0.0083968,gpu,742.5216576372928,2394.6183634148165,80.0,datacenter,mlx,0.005387048254899415,1.1182835815980576,8.860680368075084,4.430340184037542,1.4022463456782774,0.004494373537959878,1.0,synthetic
7.0,dense,fp16,14.0,128,256,16384,1,1.8808832,gpu,9.99109526016628,224.79443315338824,6.0,consumer_low,llama.cpp,4.67082591562539,128.4477230412851,61.52839751660456,4.3948855369003255,146.09891883450615,14.837464373701208,1.0,synthetic
30.0,dense,fp16,60.0,128,256,8192,1,4.030463999999999,cpu,0.4179956716933318,47.72655284297899,16.0,cpu_older,mlx,358.8553905171763,2064.0167849109102,180.83912823327645,3.0139854705546076,2187.4314888025683,378.33262614432044,1.0,synthetic
3.0,dense,int8,3.0,128,256,4096,1,0.20152319999999999,gpu,43.32036986063924,439.0972909761303,12.0,consumer_high,llama.cpp,0.32209993628819683,10.722276018772144,10.190382163192142,3.3967940543973807,9.497062700092872,0.33010939527239824,1.0,synthetic
70.0,moe,Q8_0,74.2,128,256,8192,1,9.404416,cpu,0.15191900856184096,35.940955224517836,8.0,cpu_low,transformers,3071.8122181313656,4229.382000042497,156.71370681557516,2.1120445662476435,3813.025359893639,3146.6150893827744,1.0,synthetic
0.5,moe,Q4_K_M,0.315,128,256,16384,1,0.1343488,cpu,1.0967801681978975,73.5787923781155,16.0,cpu_modern,mlx,1.8235194781887505,8.142723113128081,1.3576439076781872,4.3099806592958325,8.274633776159837,1.319753503767794,1.0,synthetic
13.0,dense,int8,13.0,128,256,16384,1,3.4930687999999996,cpu,0.9147463082490529,79.63139656286977,16.0,cpu_modern,transformers,56.846362243904515,276.1568847111463,50.859766158430055,3.9122897044946194,501.81328909864465,98.82754455800318,1.0,synthetic
1.0,dense,int8,1.0,128,256,4096,1,0.0671744,gpu,48.05223300525593,571.3778119193802,12.0,consumer_high,transformers,0.09679389488910811,2.7466486883261982,4.385558584306111,4.385558584306111,1.655488055693325,0.10236247776693946,1.0,synthetic
3.0,dense,Q3_K_M,1.47,128,256,16384,1,0.8060927999999999,gpu,651.8747727650356,2454.228565529227,80.0,datacenter,ollama,0.018408443617322384,1.2365557318601175,3.70422795151243,2.5198829602125374,1.0195640253468106,0.030301583466924905,1.0,synthetic
3.0,dense,fp16,6.0,128,256,2048,1,0.10076159999999999,gpu,627.8517789609281,2312.6821736234465,80.0,datacenter,transformers,0.019112791270352952,3.51727915438347,23.88355278091916,3.9805921301531932,5.468756628995167,0.021581842241958266,1.0,synthetic
13.0,dense,bf16,26.0,128,256,4096,1,0.8732671999999999,cpu,0.9339801690837828,87.28009606647998,16.0,cpu_modern,transformers,55.67570032135803,410.5291417878523,99.71421820627948,3.835162238703057,451.1369643238304,91.37291390317495,1.0,synthetic
3.8,dense,int8,3.8,128,256,4096,1,0.25526271999999994,apple,14.638200280925055,369.72771874013887,64.0,apple_max,mlx,1.038379015746015,14.624321320631882,7.764085770379216,2.0431804658892676,20.073765708064148,0.8397592955050912,1.0,synthetic
1.0,dense,Q5_K_M,0.73,128,256,4096,1,0.0671744,cpu,0.35392871686082994,38.87103566729366,16.0,cpu_older,ollama,14.127138493726898,31.551054217937217,1.674256811825693,2.2935024819530043,29.73304377391594,24.77163794561866,1.0,synthetic
1.5,dense,Q8_0,1.59,128,256,2048,1,0.050380799999999996,apple,26.932088588446337,793.6332249873358,128.0,apple_ultra,vllm,0.20252961208828835,2.583656953163371,5.080867583075471,3.19551420319212,2.42556328816523,0.1392890337626926,1.0,synthetic
13.0,moe,fp32,52.0,128,256,512,1,0.10915839999999999,gpu,67.25907691201822,728.3696666822052,24.0,consumer_flagship,ollama,0.8590331659376927,102.20312330719628,201.6341468514209,3.8775797471427094,98.97419913824743,0.7470320579454939,1.0,synthetic
1.5,dense,Q4_0,0.885,128,256,512,1,0.012595199999999999,apple,15.014113163610395,442.7787809425986,64.0,apple_max,transformers,0.3996240027377814,2.7029154320634694,1.9573600243481413,2.2117062422012896,2.114786406043195,0.4590481718696495,1.0,synthetic
7.0,dense,bf16,14.0,128,256,512,1,0.0587776,cpu,0.15640886751928418,32.94541029743948,8.0,cpu_low,transformers,298.3633051426126,775.8717705260588,52.16991547078691,3.7264225336276366,912.1258158710244,309.866121191319,1.0,synthetic
0.5,dense,Q6_K,0.41,128,256,2048,1,0.0167936,apple,26.094176402272826,834.3891724261647,128.0,apple_ultra,llama.cpp,0.06967768555528939,0.639380300739951,1.978001714795126,4.824394426329576,1.0898090439487558,0.038793541508152646,1.0,synthetic
13.0,moe,Q5_K_M,9.49,128,256,16384,1,3.4930687999999996,gpu,43.46238561031045,569.178584573587,12.0,consumer_high,llama.cpp,1.3912056466759113,33.54438967446023,28.061236194463387,2.956926890881284,29.703397556373165,1.4806041608786968,1.0,synthetic
1.5,dense,bf16,3.0,128,256,8192,1,0.20152319999999999,gpu,9.931163339617527,171.39631614414955,6.0,consumer_low,ollama,1.0069313793387997,33.96193922763003,7.063483448594907,2.3544944828649688,29.30913592876147,1.2992511978555532,1.0,synthetic
7.0,dense,int8,7.0,128,256,4096,1,0.4702208,gpu,47.655951732416035,519.3414270169826,12.0,consumer_high,llama.cpp,0.6831914661508556,21.152980008987765,30.873099538081824,4.410442791154546,23.156702705091604,0.8133564014130873,1.0,synthetic
7.0,dense,fp32,28.0,128,256,8192,1,0.9404416,cpu,0.934610371771392,69.36820708868481,16.0,cpu_modern,llama.cpp,29.95900842286915,556.2671587768474,139.20243192805654,4.97151542600202,670.532438772108,35.97920530085037,1.0,synthetic
3.8,dense,Q8_0,4.028,128,256,2048,1,0.12763135999999997,gpu,146.06779546101419,865.4448831640515,40.0,datacenter_low,llama.cpp,0.14865895419145495,8.00288083204691,19.303271522593473,4.792271976810694,6.769998726524712,0.21065800301290294,1.0,synthetic
7.0,moe,Q6_K,5.739999999999999,128,256,4096,1,0.4702208,gpu,9.96771442997613,195.73964164250108,6.0,consumer_low,ollama,4.681782066942542,57.68535413014087,13.255793021354759,2.309371606507798,70.90616623570885,5.975882058554813,1.0,synthetic
3.8,dense,Q4_0,2.242,128,256,8192,1,0.5105254399999999,gpu,28.01914680009675,350.551499107025,8.0,consumer_mid,mlx,0.6781077288168672,12.079978359425194,10.507289234865445,4.686569685488601,10.598922846183678,0.9014901025485698,1.0,synthetic
1.0,moe,Q8_0,1.06,128,256,2048,1,0.0335872,cpu,0.3867042014480996,38.39630829498403,16.0,cpu_older,mlx,12.929779354029234,43.81780230610438,5.142930727261429,4.851821440812668,47.51672566255339,12.434690800343398,1.0,synthetic
0.5,dense,fp16,1.0,128,256,16384,1,0.1343488,gpu,25.550784160924643,363.84290727782894,8.0,consumer_mid,vllm,0.09784435515772949,4.796443643925177,2.9859936361097477,2.9859936361097477,3.0644357589873503,0.08557095800264458,1.0,synthetic
3.8,dense,Q5_K_M,2.774,128,256,16384,1,1.0210508799999998,apple,28.39739949422401,860.5698870650432,128.0,apple_ultra,mlx,0.4866002543997881,5.51240947574715,6.3070171895712015,2.2736183091460713,6.443241637078382,0.5875413379079328,1.0,synthetic
2.0,dense,Q8_0,2.12,128,256,512,1,0.0167936,apple,2.9949782742323228,58.97419870433954,16.0,apple_base,vllm,3.338922384190988,55.74259322643194,9.885798602342787,4.663112548274899,33.057223573764446,5.679013683795527,1.0,synthetic
13.0,dense,int8,13.0,128,256,4096,1,0.8732671999999999,apple,25.792411601671837,708.0960839426255,128.0,apple_ultra,vllm,1.8328153257938509,24.49043907070262,50.11050446933418,3.854654189948783,27.153763700542516,1.547647209319055,1.0,synthetic
3.8,dense,Q3_K_M,1.8619999999999999,128,256,4096,1,0.25526271999999994,apple,7.042694422694696,131.28480627517487,32.0,apple_pro,ollama,2.3980720836708995,23.038926699801767,8.314910291195929,4.465580177871068,20.673638759339084,2.549282467613768,1.0,synthetic
13.0,dense,Q8_0,13.780000000000001,128,256,8192,1,1.7465343999999998,gpu,26.54681670367372,306.04162196739946,8.0,consumer_mid,transformers,2.448504493987216,78.05139655985916,61.16113411042517,4.438398701772508,54.3446653203639,1.6051838450903326,1.0,synthetic
13.0,dense,bf16,26.0,128,256,2048,1,0.43663359999999996,gpu,28.35436433037894,401.03011170140144,8.0,consumer_mid,vllm,2.292416054284766,101.41817986546437,58.51305590249616,2.2505021500960063,85.9010027925345,3.447466856325564,1.0,synthetic
70.0,dense,bf16,140.0,128,256,16384,1,18.808832,gpu,70.40436486058502,712.264892444519,24.0,consumer_flagship,mlx,4.418917942476642,318.5188016516928,326.7029425685836,2.333592446918454,394.68832821274276,4.211897664232368,1.0,synthetic
0.5,dense,Q8_0,0.53,128,256,4096,1,0.0335872,gpu,698.4512719010804,2133.5152335755643,80.0,datacenter,llama.cpp,0.0028634782130989578,0.3522119683863909,1.2489204868662345,2.3564537488042157,0.2969748713560892,0.0028223740674712234,1.0,synthetic
30.0,dense,Q6_K,24.599999999999998,128,256,8192,1,4.030463999999999,apple,2.655773622099394,71.0438901631677,16.0,apple_base,vllm,56.48071761531569,619.99515498299,120.20833407742117,4.886517645423625,705.9527380816588,89.45368207964748,1.0,synthetic
13.0,dense,Q4_K_M,8.19,128,256,2048,1,0.43663359999999996,gpu,8.662150564714,187.14272517691165,6.0,consumer_low,ollama,10.005213603618325,83.81190531883652,40.046377794055815,4.889667618321834,76.92067964987731,11.477737089518637,1.0,synthetic
70.0,dense,Q3_K_M,34.3,128,256,4096,1,4.702208,apple,6.829170739255559,171.14454720184372,32.0,apple_pro,ollama,45.55620630815053,325.5577867420351,76.19366651127254,2.221389694206197,344.31712185646313,45.72863039044421,1.0,synthetic
2.0,dense,Q8_0,2.12,128,256,2048,1,0.0671744,apple,27.4362197036507,912.6326085485836,128.0,apple_ultra,llama.cpp,0.26507760002226377,2.995693967529825,8.664961661942167,4.087246066953852,5.291576612258675,0.2994329798047105,1.0,synthetic
2.0,dense,Q4_K_M,1.26,128,256,16384,1,0.5373952,cpu,0.3945449277721328,46.72203408113486,16.0,cpu_older,ollama,25.34565595980857,59.184567602802844,2.691787317690711,2.1363391410243735,73.60706291881543,26.778784597978902,1.0,synthetic
30.0,dense,int8,30.0,128,256,8192,1,4.030463999999999,apple,7.474311655021353,170.26851678344514,32.0,apple_pro,vllm,17.838877944533937,285.51930497673374,115.81193380213831,3.8603977934046103,277.7097937414222,23.909430617917597,1.0,synthetic
70.0,dense,fp32,280.0,128,256,512,1,0.587776,cpu,0.13998215323415097,34.80715576001773,8.0,cpu_low,vllm,3333.75831050451,14656.744614372732,1050.2711339547325,3.7509683355526158,8618.63467427707,2847.3074201420327,1.0,synthetic
13.0,dense,Q4_K_M,8.19,128,256,512,1,0.10915839999999999,apple,23.579650559416375,913.8547538398799,128.0,apple_ultra,mlx,2.004810340747362,11.351856469980852,36.374943634199724,4.4413850591208455,7.037159910172986,2.2351143739486976,1.0,synthetic
8.0,moe,bf16,16.0,128,256,8192,1,1.0747904,cpu,1.0554193517661636,69.0266942825063,16.0,cpu_modern,mlx,30.31970178152451,329.82004189312266,76.77096720099263,4.798185450062039,237.10163203420572,52.522169401565705,1.0,synthetic
3.8,dense,Q4_K_M,2.3939999999999997,128,256,16384,1,1.0210508799999998,apple,3.3294575005503675,58.72246087016626,16.0,apple_base,mlx,5.70663538935675,89.47044032070646,10.609394021675122,4.431659992345499,87.83899320760598,5.243363829147892,1.0,synthetic
8.0,dense,bf16,16.0,128,256,8192,1,1.0747904,gpu,802.3279871561383,2237.812668327646,80.0,datacenter,vllm,0.03988393837964497,10.173500008387071,78.55589109510095,4.909743193443809,6.629322877326738,0.059867597063298104,1.0,synthetic
70.0,dense,Q8_0,74.2,128,256,16384,1,18.808832,gpu,9.923721092466414,220.29972228266823,6.0,consumer_low,vllm,47.02537105974656,767.6222444608661,209.2604142117752,2.8202212157921185,415.81131706406944,35.88427295449891,1.0,synthetic
8.0,dense,fp16,16.0,128,256,4096,1,0.5373952,gpu,21.672816224881952,388.2958495067806,8.0,consumer_mid,llama.cpp,1.8456300088069368,65.52258154151137,68.9113959286645,4.3069622455415315,65.60853305278262,1.8718268245498477,1.0,synthetic
13.0,dense,fp16,26.0,128,256,2048,1,0.43663359999999996,gpu,51.00433735341277,552.4471086016116,12.0,consumer_high,llama.cpp,1.185489693947057,70.37307598794402,62.07443438181661,2.387478245454485,65.07593505156734,0.7337542551321502,1.0,synthetic
1.5,dense,int8,1.5,128,256,512,1,0.012595199999999999,apple,17.04322962266425,412.74095613410555,64.0,apple_max,vllm,0.352045952136979,4.8863423172008025,5.781577082060531,3.8543847213736875,5.837763439100883,0.2512300580731352,1.0,synthetic
8.0,dense,Q5_K_M,5.84,128,256,512,1,0.0671744,gpu,670.2141707868965,2210.168194149722,80.0,datacenter,llama.cpp,0.04774593166603579,3.563634909859616,25.2110182232084,4.3169551752069175,3.7862060957017634,0.08824469131425307,1.0,synthetic
30.0,dense,fp32,120.0,128,256,16384,1,8.060927999999999,gpu,65.39318827168387,773.9581150668935,24.0,consumer_flagship,vllm,2.038948350084782,236.3747847534759,555.5952969570042,4.629960807975035,395.67991841514726,3.45228528430905,1.0,synthetic
3.0,dense,Q5_K_M,2.19,128,256,8192,1,0.40304639999999997,gpu,43.697018693867356,445.1022842675961,12.0,consumer_high,mlx,0.3193235783394834,8.56725221189654,5.779174541113544,2.6388924845267323,12.431186381145373,0.4155290349441751,1.0,synthetic
30.0,dense,int8,30.0,128,256,8192,1,4.030463999999999,gpu,623.6380098732217,2135.9084992509115,80.0,datacenter,llama.cpp,0.19241931713622556,21.24339690389976,95.30196405897591,3.176732135299197,27.678397488194328,0.1135286341292778,1.0,synthetic
0.5,dense,Q5_K_M,0.365,128,256,4096,1,0.0335872,gpu,147.1863714910678,1009.122847513312,40.0,datacenter_low,vllm,0.019411735123290585,0.6583063713570677,1.5881000489515518,4.350959038223429,0.6920817176401998,0.010121056321553825,1.0,synthetic
1.5,moe,Q3_K_M,0.735,128,256,16384,1,0.40304639999999997,gpu,145.34442520445714,932.9634090615258,40.0,datacenter_low,ollama,0.05897321867949924,2.03303150110458,2.482394342505366,3.377407268714784,1.3280111134407884,0.05799861381370445,1.0,synthetic
30.0,dense,fp32,120.0,128,256,512,1,0.25190399999999996,apple,3.432029317756929,67.84940911745454,16.0,apple_base,vllm,43.70592034978171,2726.6697180886204,326.4524227601495,2.720436856334579,3610.1538972338785,28.364116475487936,1.0,synthetic
1.5,dense,fp32,6.0,128,256,4096,1,0.10076159999999999,gpu,130.91384976488987,799.7975249158753,40.0,datacenter_low,vllm,0.06547381034796645,12.713137617010615,15.273841519184606,2.5456402531974343,13.93335322283928,0.04938695323557367,1.0,synthetic
